subject,hyperlink,color
proclamation to Jews,https://loom.loomofreality.org/#?category=39B470D27D3AE7BE36C2A15CB15E5476,#000000
proclamation to Muslims,https://loom.loomofreality.org/#?category=F32AE3C8F2A5ED7A0BC0D546E923B492,#000000
proclamation to divines; to religious leaders,https://loom.loomofreality.org/#?category=AE4F63731543ED0CE9AA73EB1E73B3FF,#000000
proclamation to kings; rulers; prominent individuals,https://loom.loomofreality.org/#?category=6206D325290FE8E7EC332EBD6D88A238,#000000
proclamation to people of the Bayan,https://loom.loomofreality.org/#?category=E24FE7CCD7B1E27FD3CD60548C20CE2D,#000000
proclamation to the people of the world,https://loom.loomofreality.org/#?category=F9036AE7751AE9E7820A58D34211FEFC,#000000
progress and the continual ascent of material civilization,https://loom.loomofreality.org/#?category=15E8B3AB36AF495684116E6C5150950A,#CC9900
progress only takes place within its own degree,https://loom.loomofreality.org/#?category=9155EB028D2B4FB3BD41D535FAA264A2,#538135
progressive revelation; renewal of religion,https://loom.loomofreality.org/#?category=A868B8CCFDF44B2890211A0FAFE9F2B9,#7E1510
promotion of commerce and industry,https://loom.loomofreality.org/#?category=B8AD755DDAEBE3A45D40D6E7D974637B,#CC9900
proofs for the existence of God,https://loom.loomofreality.org/#?category=41DF1CE89518406AB97E142EE368CE54,#702C8C
proofs for the existence; immortality of the soul,https://loom.loomofreality.org/#?category=9776E3373AB6EADEF00584AE6CE4505D,#00B0F0
proofs of the Manifestations of God,https://loom.loomofreality.org/#?category=55581A433C3D45CEB183D21F214B5DB3,#BA1C30
prophecy and fulfillment,https://loom.loomofreality.org/#?category=A72CD9234D5E4386A7C153F8E08CF797,#000000
pure intentions in teaching the Cause,https://loom.loomofreality.org/#?category=93D1005763EE41F7B571D3F007DF5704,#2B3514
purity of heart; sincerity of intention; sanctity,https://loom.loomofreality.org/#?category=98B67B70516949FD856C36A52AE23098,#4277B6
purpose of religion in the world (personal and social),https://loom.loomofreality.org/#?category=29AF567C76864D208EA3BD39BC5CC7CF,#7E1510
purpose; goal of creation,https://loom.loomofreality.org/#?category=857627CDE8FBEF82708BB212CB362A7F,#538135
quotation from or interpretation of the Bible,https://loom.loomofreality.org/#?category=1EBA961BF35048008A08B489196F1A6E,#D32B1E
race unity; racial issues,https://loom.loomofreality.org/#?category=97E01B3F4DF6EC02175D948C7567769E,#00B050
radiant countenance; bearing the divine fragrance,https://loom.loomofreality.org/#?category=5F501A1D6AA54C2E8306ED06B66657A5,#2B3514
rational arguments,https://loom.loomofreality.org/#?category=12FD56FFF2C74384AF52D04E7CEE255F,#4277B6
realm of similitudes ['alam-i-mithal],https://loom.loomofreality.org/#?category=4B07E7C749314DBEB8C4158C26A02453,#00B0F0
realms of being; three realms; five realms,https://loom.loomofreality.org/#?category=53907D2638954598879977C301F16196,#538135
rebellion and misdeeds of Mirza Yahya; the Azalis,https://loom.loomofreality.org/#?category=161EB5A0748AED25642FA886964B6304,#FFC000
rebellion and sedition; disobedience,https://loom.loomofreality.org/#?category=6DBDC002A7C1430CA4C3526C86651659,#CCCC00
recompense; reward for belief; right action,https://loom.loomofreality.org/#?category=70243FE151214450B3A87930FD5DF192,#4277B6
regarding the receptivity of the hearer in teaching the Cause,https://loom.loomofreality.org/#?category=E4AA65F7BC3348DEAA1A405FBF359592,#2B3514
reincarnation,https://loom.loomofreality.org/#?category=B22DAF556BE4E92527A7407F3DDC5630,#CCCC00
rejection by the people of the Bayan,https://loom.loomofreality.org/#?category=1219A74FADB7E7059B143DAF131CB386,#FFC000
rejection of Muhammad,https://loom.loomofreality.org/#?category=78EEE69EFBD4EAB9E0EF7A643386FA7E,#D32B1E
"rejection, opposition and persecution",https://loom.loomofreality.org/#?category=E3503B9BB6424884B3157B754204073E,#000000
relationship between government and people,https://loom.loomofreality.org/#?category=8DB0F6A838C1E54167E1BBF27836246B,#CC9900
relationship of the soul to the body,https://loom.loomofreality.org/#?category=52B1C3F2B9574C37BAF0ECCC8D5AB8C1,#00B0F0
relativity and complementary truths,https://loom.loomofreality.org/#?category=4D8130F061AE4BE9B77AA065ABD01E64,#2F5496
relativity of religious truth,https://loom.loomofreality.org/#?category=FF9BE206BB4D4228B5B3EB5F00D5E670,#2F5496
religion as basis of morality; of divine civilization,https://loom.loomofreality.org/#?category=4F32835BDB1F4C02956E92DB1AE38C5F,#7E1510
religion as reality; definitions of religion,https://loom.loomofreality.org/#?category=9D3C0575BFA942CA95AB98EA453F1294,#7E1510
religion as source of love and unity,https://loom.loomofreality.org/#?category=FFC8B795919D48FD82F6DD702B6A4A3E,#7E1510
religious rituals minimized or eliminated,https://loom.loomofreality.org/#?category=18E039299C01E45D0C6F1E640C94B63F,#CCCC00
resurrection of Christ,https://loom.loomofreality.org/#?category=46F9949EEF0B4004B93D712D5C0A4366,#D32B1E
return of Christ; second coming of Christ,https://loom.loomofreality.org/#?category=116AC160B794E2A177E06FB91E766778,#D32B1E
return of the Manifestations of God,https://loom.loomofreality.org/#?category=4723FB63AE3C460CB0D434538890EED6,#BA1C30
review of publications,https://loom.loomofreality.org/#?category=B362A06F749D49B8A9B4080391A83C2E,#ED7D31
reward and punishment,https://loom.loomofreality.org/#?category=FF5256DAFAB846958221CF1F4616DFCA,#CC9900
rights of the eldest son; primogeniture,https://loom.loomofreality.org/#?category=DDEEC1B26F36E7A24978B407110501F7,#00B050
ringstone symbol,https://loom.loomofreality.org/#?category=D4AC8AC892DBEE1800F948B10F205B56,#7F7E80
role and station of women,https://loom.loomofreality.org/#?category=95E0DCD23ED9E61EE2BC99ECDBC8D8C0,#00B050
role of the Covenant in preserving unity,https://loom.loomofreality.org/#?category=E521EAE548DE4A4B9E087A00963908D0,#7E1510
sacred remains; burial of the Bab,https://loom.loomofreality.org/#?category=51F55B9A3EECE5C74C07866CC5F2D02D,#FFC000
sacrifice of self; mystery of sacrifice,https://loom.loomofreality.org/#?category=2BEF6248EF094C6E9F1AE87D842D03E0,#4277B6
sacrifice of the Manifestation of God redeems the world,https://loom.loomofreality.org/#?category=4B803FE7ECD54DB8A0941F918BB42943,#BA1C30
saddening another soul,https://loom.loomofreality.org/#?category=F8C2BCC87103ECC20416229ED5DCB87C,#CCCC00
scarcity of receptive souls,https://loom.loomofreality.org/#?category=52916DEE454DE059DE9ED16FAC28EFA1,#2B3514
second birth,https://loom.loomofreality.org/#?category=E8C84F900ED34DA98391B4A8593684E1,#4277B6
secret societies,https://loom.loomofreality.org/#?category=0205C34A1561E7B0B0C576B17640B5A9,#CCCC00
self-concealment of the Manifestation of God,https://loom.loomofreality.org/#?category=E8BF9EC5D142EF326540C7ED4200001D,#BA1C30
self-description of God; God's self-remembrance,https://loom.loomofreality.org/#?category=04F924E0CC51EDF12DBB02871348AD74,#702C8C
self-improvement; self-perfection; discipline,https://loom.loomofreality.org/#?category=3B33E14F5074E73B319D8CE6A17DDFAC,#4277B6
selfishness; self-love; egotism; self-indulgence,https://loom.loomofreality.org/#?category=9C1D65E1D0354A79817EF2304DA940E8,#CCCC00
service to others; to the Cause of God,https://loom.loomofreality.org/#?category=75315FCCBA5D4B54A22808A1159B1775,#2B3514
serving humanity; working for progress; betterment of the world,https://loom.loomofreality.org/#?category=5A637BBBB913426BA5FEBBC58E0A6BF2,#2B3514
"serving humanity; working for progress, betterment of the world",https://loom.loomofreality.org/#?category=5A637BBBB913426BA5FEBBC58E0A6BF2,#2B3514
servitude; submission to God; repentance,https://loom.loomofreality.org/#?category=AEF71C54D9B047EB8B92DBF1831755FA,#91218C
seven stages of creation,https://loom.loomofreality.org/#?category=3FF051A223694384AA2AA4EDE96BC144,#538135
silence; fewness of words,https://loom.loomofreality.org/#?category=B06717AAA123E08900D241D1781A5E55,#2B3514
slavery,https://loom.loomofreality.org/#?category=5270E6EC14D143038B715776C1D3521E,#CCCC00
smoking,https://loom.loomofreality.org/#?category=3D34A773F3074B92A5DBA1CCBC9DAE75,#CCCC00
soul is the essential reality of man,https://loom.loomofreality.org/#?category=4D9D74C90C8344208B1361977A8FC544,#00B0F0
soul; spirit after death,https://loom.loomofreality.org/#?category=79CD788B08C5E8B37070B3DD452FB313,#00B0F0
special knowledge of the Manifestation of God,https://loom.loomofreality.org/#?category=E500F3DB980EEA00468CEB52774C33B7,#BA1C30
spirit and form in the administration,https://loom.loomofreality.org/#?category=DCE69779238D4AA9B45463FD5A3BCEF7,#ED7D31
spirit of faith [ruh-i-'iman],https://loom.loomofreality.org/#?category=1AA38915869D4AD5856F5B367531CA0E,#4277B6
spiritual assemblies; administrative matters,https://loom.loomofreality.org/#?category=6DE6DED75D254D59BFF16E8CEE21F305,#ED7D31
spiritual baptism,https://loom.loomofreality.org/#?category=B3EA44B110164A69A3BD4B928633F1E3,#4277B6
spiritual communication; connections of the heart,https://loom.loomofreality.org/#?category=63ABB434FE01EB0C75DABE2680B7A71E,#2B3514
spiritual emotions and susceptibilities,https://loom.loomofreality.org/#?category=14C5477A6EE041A3B19DAD048E3FBB5B,#7F7E80
spiritual foundations of true knowledge,https://loom.loomofreality.org/#?category=294776C0D86D489387DACD94A9927CEB,#4277B6
spiritual meetings; gatherings; devotional gatherings; feasts,https://loom.loomofreality.org/#?category=53AFF53F02514681A22F4E2FAB467483,#ED7D31
spiritual prerequisites of teaching the Cause,https://loom.loomofreality.org/#?category=8AC80D4CBCF3EC2FB87444DBA8BEBD67,#2B3514
spiritual springtime,https://loom.loomofreality.org/#?category=1CCF69C3D48F493F8D2F9C43A2A04CD4,#CC9900
spiritual transformation,https://loom.loomofreality.org/#?category=C068EBF06ABC4693BF6C2868E2385C69,#4277B6
spiritualization of humanity in the future; a new race of men,https://loom.loomofreality.org/#?category=7FD4EDEC44AD46EFB11981D4CAC32114,#CC9900
station of the Manifestation of God,https://loom.loomofreality.org/#?category=703AB631CB76E66408E7D6F7160F01F5,#BA1C30
station; mission; authority of Abdu'l-Baha,https://loom.loomofreality.org/#?category=4D2AFD7905384761BB166DCD6782B315,#FFC000
status of kings; future of monarchy,https://loom.loomofreality.org/#?category=2CA524B216BC4EB4BA63A2832033F918,#CC9900
status of material wealth; wealth and poverty,https://loom.loomofreality.org/#?category=C265864F8406449F9A2770021D2BBB3C,#00B050
steadfastness; perseverance; faithfulness,https://loom.loomofreality.org/#?category=D3D5A6BA921F4EFD915F7B12D2779668,#91218C
stories; anecdotes,https://loom.loomofreality.org/#?category=7A8DB05467DBEF2954FD9B30F84AA0E8,#000000
study; deepening,https://loom.loomofreality.org/#?category=FAA956A41DDB45EEBE390F1FD8D20C55,#4277B6
suffering and imprisonment,https://loom.loomofreality.org/#?category=370AC40D2874E1246B99EB8122E23C9A,#000000
suffering; rejection of Christ,https://loom.loomofreality.org/#?category=B2340566123BECE11972A4501C75B8C1,#D32B1E
suicide,https://loom.loomofreality.org/#?category=9FA2AFFA723749029F6D6AF04C6D117A,#CCCC00
superiority; incomparability of the Word of God,https://loom.loomofreality.org/#?category=CFB58B5793CB4B10BCCDDE3EC1B51C19,#CC0099
superstition,https://loom.loomofreality.org/#?category=D620FD6DAD8CE0263CC82E624719AE3D,#CCCC00
supreme tribunal,https://loom.loomofreality.org/#?category=A34C2D89A870E552CC295C80AFFD6794,#CC9900
symbolism,https://loom.loomofreality.org/#?category=BF2B7E937407E648DD80C2528263A450,#7F7E80
symbolism of color and light,https://loom.loomofreality.org/#?category=5DF1FBB2026CE6E1050C257923FD3853,#7F7E80
teaching one's self first in teaching the Cause,https://loom.loomofreality.org/#?category=61B15DDE5810E15045F8152D76DE89FD,#2B3514
teaching the Cause; call to teach,https://loom.loomofreality.org/#?category=48991B831FEB414988B143D181EB0DEF,#2B3514
teachings as spirit of the age,https://loom.loomofreality.org/#?category=342F898B5918E013D0EFAF5D187CAC22,#CC9900
teleology; goal-directed motion,https://loom.loomofreality.org/#?category=3B0B2077A5A44699B8F756D6A1F5CC7D,#538135
testing God,https://loom.loomofreality.org/#?category=68DBD6552521E579B6ED5287D91C6F54,#CCCC00
tests and trials; sacrifice and suffering,https://loom.loomofreality.org/#?category=CC093CE37A394C1F81BEAF67251D3FC4,#91218C
thankfulness; gratitude,https://loom.loomofreality.org/#?category=BD4052A3136042C4B86176AB2F552C55,#91218C
the Adamic cycle and the Baha'i cycle,https://loom.loomofreality.org/#?category=22A64E95F7C0475F838AD67011654D49,#CC9900
the Bab; the Primal Point; station and claims of the Bab,https://loom.loomofreality.org/#?category=3633354029CFE10F551F7CA219518DAC,#FFC000
"the Bayan, its laws and their abrogation",https://loom.loomofreality.org/#?category=0C9ECE2BFDC3E344AC68F7EF3A7101F5,#FFC000
the Christian clergy,https://loom.loomofreality.org/#?category=03AC86CF18154B14AB43126BC79D41F8,#D32B1E
the Imamate; the Caliphate,https://loom.loomofreality.org/#?category=A545543411D4E74FDD22583EED5DCD87,#D32B1E
the Kingdom of God [Malakut],https://loom.loomofreality.org/#?category=FAF773D669C84BC49FB837C8DC094417,#4277B6
the Lesser Peace and the Most Great Peace,https://loom.loomofreality.org/#?category=A462380470A140999D0AD4E11BEF52BE,#CC9900
the Twelfth Imam; the Qa'im,https://loom.loomofreality.org/#?category=6BA5086EF7E2E1DCF1B4CEEC0DBB4B55,#D32B1E
the Word of God; influence and centrality of,https://loom.loomofreality.org/#?category=4E323D7B85E34704B18BD5AB68F84E22,#CC0099
the animal kingdom,https://loom.loomofreality.org/#?category=2E53F4A56442E16B5B7BC0902E36C585,#538135
the cloud ['ama],https://loom.loomofreality.org/#?category=C8C084ECDBD341D0AA2C1FA5716E66E3,#7F7E80
the concourse on high,https://loom.loomofreality.org/#?category=9C2659CEFAA5E6114DDA8A2D71F13AF2,#7F7E80
the cross and the trinity,https://loom.loomofreality.org/#?category=2E899D7A2A2DE9B09ABA9A4160C9D3F8,#D32B1E
the divine emanation; the all-pervading bounty of God,https://loom.loomofreality.org/#?category=A73492EB36754162BEE9588EF11F2FD9,#702C8C
the economic problem and its solution; voluntary giving,https://loom.loomofreality.org/#?category=FC3291E97A2B4A1FB2A2B664AB345C85,#CC9900
the ephemeral and the eternal,https://loom.loomofreality.org/#?category=B73760379052E56FB65E6087189A0312,#7F7E80
the first and the last; the seen and the hidden,https://loom.loomofreality.org/#?category=BD766C442B19416EA9D42C62C5DA721A,#7F7E80
the golden rule; regard for one's neighbor; doing unto others,https://loom.loomofreality.org/#?category=9E2097943E7F4A8AB3F8A1B03D1E644D,#2B3514
the human body,https://loom.loomofreality.org/#?category=61CA06C3639D42A789B6DBF5E2F86E6C,#538135
the human soul,https://loom.loomofreality.org/#?category=65B32249C87F46A6BEA80B4FE5F9C1EE,#00B0F0
the human soul at midpoint of creation; the isthmus [barzakh],https://loom.loomofreality.org/#?category=388C5CE1497248D8AB59AE07C7B12BBE,#00B0F0
the lower is unable to comprehend the higher,https://loom.loomofreality.org/#?category=C957F3FF62F84A3A8DBA4B23EA26E8CC,#538135
the mind's power of discovery,https://loom.loomofreality.org/#?category=4D77315AED654CCC921D8BAC5B21A41C,#00B0F0
the power of example,https://loom.loomofreality.org/#?category=DB53ABF4937F457EBF7432583E55A26C,#2B3514
the power of words; of speech,https://loom.loomofreality.org/#?category=2F9E3A01AFCCEAC5262DC3738E50F13A,#2B3514
the soul as soil; cultivation of the soul,https://loom.loomofreality.org/#?category=D5D98C8A2EDA475EBC48A0E84E2AFE1D,#4277B6
the state of enkindlement in teaching,https://loom.loomofreality.org/#?category=023F2C5312FE4C9BA59624CDFA1998E1,#2B3514
the state of prayer; dynamics of prayer,https://loom.loomofreality.org/#?category=7329FDEC013DEAD42EBB1EE8D4348E33,#91218C
the truth of past religions and sacred scriptures,https://loom.loomofreality.org/#?category=193E825FA96F443BBA9ABC0E163E0F11,#7E1510
theft; seizing the properties of others,https://loom.loomofreality.org/#?category=ACE872F0F216E74E3C232830B6081C4F,#CCCC00
theodicy; the mystery of evil; of suffering,https://loom.loomofreality.org/#?category=9DEC6BF8F69A406FADF3FCA1C4BFAE33,#00B0F0
things are known by their opposites,https://loom.loomofreality.org/#?category=6333FDFFA1A7E1E6F2E6E954BADDF7DE,#538135
transcendence; unknowability of God,https://loom.loomofreality.org/#?category=F3B3303C979E42428EFC5629B545E4E4,#702C8C
transcending the material condition,https://loom.loomofreality.org/#?category=73709CA9F1694378BFE128A306C8D7CC,#4277B6
transience; worthlessness of the physical world,https://loom.loomofreality.org/#?category=CBBEF627F45A45E7850653204203438C,#4277B6
translation; publication of the Sacred Writings,https://loom.loomofreality.org/#?category=E9239F2F8F30E75D30C97D5222058E75,#000000
transmutation of the soul by the divine elixir,https://loom.loomofreality.org/#?category=43395CA160734AE8BF30EBF8DDA8BB1F,#4277B6
travels to Egypt by Abdu'l-Baha,https://loom.loomofreality.org/#?category=C065A79DAC15E74803C67A77D6F255E4,#FFC000
travels to the West by Abdu'l-Baha,https://loom.loomofreality.org/#?category=6E786EE894E9EA130794C22592689E71,#FFC000
true liberty; freedom,https://loom.loomofreality.org/#?category=344830F10FF3E024ED058D859E65EC8D,#00B050
trust and reliance in God; turning to Him at all times,https://loom.loomofreality.org/#?category=D1CA07BA971AE54EB4BCE0ABB94841E7,#91218C
twin Manifestations,https://loom.loomofreality.org/#?category=F115687B598B470AB058ADEDD3C97F66,#FFC000
twin duties of recognition and obedience,https://loom.loomofreality.org/#?category=EF1460687A9249CCAFEDE564FF3B9F06,#91218C
two aspects of the human soul; the higher and lower natures,https://loom.loomofreality.org/#?category=5410D4DAE5454E8D81B13EC3E9DA2F23,#00B0F0
two kinds of civilization; material and spiritual civilization,https://loom.loomofreality.org/#?category=84AD735BE35249BCBFC3DE87B796C72C,#CC9900
two kinds of knowledge [ilm and irfan]; sight and insight,https://loom.loomofreality.org/#?category=1A11545F6FCC460995486A8C10B9506C,#00B0F0
twofold; threefold station of the Manifestation of God,https://loom.loomofreality.org/#?category=568978583E424499943612635F17DB7F,#BA1C30
unchastity and adultery,https://loom.loomofreality.org/#?category=64A81CD1014F40F9A26937FA27715202,#CCCC00
uncompounded reality [basitu'l-haqiqah],https://loom.loomofreality.org/#?category=C0EDDD3E844E4114A8D00103258F7A8F,#538135
unity in diversity,https://loom.loomofreality.org/#?category=A20E909C76AB45A7A3B172F91D3C4D97,#00B050
unity of existence [wahdatu'l-wujud],https://loom.loomofreality.org/#?category=0858B3C3177BE8300A0B98D4DF4EBB10,#538135
unity of governments; political unity,https://loom.loomofreality.org/#?category=05BF59468BDB4AE8988D540CBE8E5C2B,#CC9900
unity of thought and belief,https://loom.loomofreality.org/#?category=A4AA0909671F483EB793112083AAB33D,#00B050
unity; oneness of humanity,https://loom.loomofreality.org/#?category=8677D5CBAD964C7F95A61AF10D5EB72D,#00B050
universal education,https://loom.loomofreality.org/#?category=94AE855C19A34B0D9F7D09FA46079FB3,#00B050
universal human capacity for spiritual recognition,https://loom.loomofreality.org/#?category=58CCB959C2C14BCA91979DA42D866EC8,#00B0F0
universal language,https://loom.loomofreality.org/#?category=30894349063B41739E0027F705C40651,#00B050
universal peace; world unity,https://loom.loomofreality.org/#?category=91BFC765953C4C6D9943AF7361ADD675,#CC9900
universality of the Cause,https://loom.loomofreality.org/#?category=25D5D8F955CC436AA7A1B20E51D912F3,#7E1510
useful occupation; acquisition of a craft; trade; profession,https://loom.loomofreality.org/#?category=C307803DE6C7E45E17BD19C083DE4620,#2B3514
veiling [hijab],https://loom.loomofreality.org/#?category=7A3285F9D060E1FFC9B67CEF57102DA7,#D32B1E
visitation Tablets,https://loom.loomofreality.org/#?category=987EF0C27231E82F60711CF5B59C8BBF,#91218C
walking the spiritual path; spiritual wayfaring; the virtuous life,https://loom.loomofreality.org/#?category=DBB07A9A48FD421E8F6E02D219149549,#4277B6
war and peace,https://loom.loomofreality.org/#?category=50D596B8CDE8EE327D4667F516197AF2,#CC9900
wealth inequality and its moderation,https://loom.loomofreality.org/#?category=A8B7BAB865C1EDFF1E086B0B1C1C8B38,#00B050
wine as symbol of spiritual transformation,https://loom.loomofreality.org/#?category=5C70FAED65314EFAA8B49E0D3FEC8102,#4277B6
wisdom [hikmat],https://loom.loomofreality.org/#?category=F21CB46DB1E7424F8F52EA6E0C61DD3B,#4277B6
words vs deeds,https://loom.loomofreality.org/#?category=938239E920FD40BEAE2E8DD30528D54A,#2B3514
work as worship,https://loom.loomofreality.org/#?category=CB73A56CDCC6E0484B0C8324B42C7E3D,#2B3514
worldliness vs. other-worldliness,https://loom.loomofreality.org/#?category=BD88D70EC7AEE658A00C66FE24E0CA85,#4277B6
youth and pre-ministry of Abdu'l-Baha,https://loom.loomofreality.org/#?category=B09DF372555FE0EF51DAE5C0119AD51E,#FFC000
zeal and fervor in teaching the Cause,https://loom.loomofreality.org/#?category=91D833BA584F4D1D93358168C049C525,#2B3514
characteristics and conduct of true believers,https://loom.loomofreality.org/#?category=0DB1352636234AF3A5E69C0111872F10,#2B3514
rendering assistance to God; victory [nusrat],https://loom.loomofreality.org/#?category=33935FBED9F0E410656C9D3DE991FA40,#91218C
fanaticism and hatred,https://loom.loomofreality.org/#?category=E5B7CD1735F6E8500A618FCAEDB19771,#CCCC00
spiritual warfare; struggle,https://loom.loomofreality.org/#?category=183275A5B837E5FF68BAE9DBF2B22BFE,#7F7E80
religion as source; stimulus of knowledge and science,https://loom.loomofreality.org/#?category=6280A04C18E1EDA8175C748BAC2D2A19,#7E1510
incarceration of Baha'u'llah in Siyah Chal      ,https://loom.loomofreality.org/#?category=1F941B251E10EA4F406FDD64819512C9,#FFC000
prayer for justice and fairmindedness,https://loom.loomofreality.org/#?category=C64E94C9365DEE106495D05F1FA8AEA1,#91218C
